Education_Sector,School_Name,School_Type,Address,Suburb,Postcode,Full_Phone_No,LGA_ID,LGA_Name,CouncilArea,Longitude,Latitude
Government,Lyndale Greens Primary School,Primary,1 - 19 Oakwood Avenue,Dandenong North,3175,03 9795 2271,267,Greater Dandenong ,Greater Dandenong City Council,145.204651,-37.965052
Government,Athol Road Primary School,Primary,159-167 Athol Road,Springvale South,3172,03 9547 1224,267,Greater Dandenong ,Greater Dandenong City Council,145.149968,-37.971049
Government,Springvale Rise Primary School,Primary,32-52 Wareham Street,Springvale,3171,03 9546 3799,267,Greater Dandenong ,Greater Dandenong City Council,145.159045,-37.939258
Government,Spring Parks Primary School,Primary,24 Erica Street,Springvale,3171,03 9546 6402,267,Greater Dandenong ,Greater Dandenong City Council,145.139507,-37.958843
Government,Keilor Views Primary School,Primary,18 Swindon Crescent,Keilor Downs,3038,03 9367 7466,118,Brimbank ,Brimbank City Council,144.809188,-37.717649
Government,Wyndham Park Primary School,Primary,59-77 Kookaburra Avenue,Werribee,3030,03 9741 4549,726,Wyndham ,Wyndham City Council,144.67655,-37.884867
Government,Lightning Reef Primary School,Primary,74 Holmes Road,Bendigo,3550,03 5443 2501,262,Greater Bendigo ,Greater Bendigo City Council,144.268441,-36.736915
Government,Glenroy Central Primary School,Primary,10 Logan Street,Glenroy,3046,03 9306 4144,525,Moreland ,Moreland City Council,144.925037,-37.704276
Government,William Ruthven Primary School,Primary,60 Merrilands Road,Reservoir,3073,03 9460 1668,189,Darebin ,Darebin City Council,145.0027816,-37.69666885
Government,Newbury Primary School,Primary,202-226 Newbury Boulevard,Craigieburn,3064,03 8691 6900,327,Hume ,Hume City Council,144.909548,-37.570989
Government,Dallas Brooks Community Primary School,Primary,26-36 King Street,Dallas,3047,03 9309 1181,327,Hume ,Hume City Council,144.941852,-37.670302
Government,Horsham Primary School,Primary,38 Baillie Street,Horsham,3400,03 5382 1534,319,Horsham ,Horsham City Council,142.2151479,-36.71137916
Government,Wyndham Vale Primary School,Primary,85 Ribblesdale Ave,Wyndham Vale,3024,03 8754 0888,726,Wyndham ,Wyndham City Council,144.609606,-37.895558
Government,Officer Specialist School,Special,3 Parker Street,Officer,3809,03 5943 2800,145,Cardinia ,Cardinia Shire Council,145.4113067,-38.07078882
Government,Epping Primary School,Primary,805 High Street,Epping,3076,03 9408 6362,707,Whittlesea ,Whittlesea City Council,145.0255944,-37.64485061
Government,Hazel Glen College,Pri/Sec,115 Eminence Blvd,Doreen,3754,03 9717 7500,707,Whittlesea ,Whittlesea City Council,145.119368,-37.597553
Government,Tulliallan Primary School,Primary,89 Wheelers Park Drive,Cranbourne North,3977,03 8766 3100,161,Casey ,Casey City Council,145.327335,-38.0816
Government,Coolaroo South Primary School,Primary,52-72 Bushfield Crescent,Coolaroo,3048,03 9309 1664,327,Hume ,Hume City Council,144.930905,-37.66206
Government,Jacana School for Autism,Special,19-39 Landy Road,Jacana,3047,03 9309 6258,327,Hume ,Hume City Council,144.913093,-37.687625
Government,Torquay Coast Primary School,Primary,25 Stretton Drive,Torquay,3228,03 5218 5600,649,Surf Coast ,Surf Coast City Council,144.340317,-38.303073
Government,Arnolds Creek Primary School,Primary,59 Claret Ash Boulevard,Harkness,3337,03 9732 8300,465,Melton ,Melton City Council,144.542859,-37.666358
Government,Wilandra Rise Primary School,Primary,25 Aayana Street,Clyde North,3978,03 5924 2500,161,Casey ,Casey City Council,145.319813,-38.108927
Government,South Melbourne Primary School,Primary,129-161 Ferrars Street,Southbank,3006,03 9935 9399,590,Port Phillip ,Port Phillip City Council,144.9535,-37.829347
Government,Barton Primary School,Primary,90 Everlasting Boulevard,Cranbourne West,3977,03 8766 4000,161,Casey ,Casey City Council,145.239024,-38.114975
Government,John Henry Primary School,Primary,141 Henry Road,Pakenham,3810,03 5908 9500,145,Cardinia ,Cardinia Shire Council,145.442257,-38.076966
Government,South Melbourne Park Primary School,Primary,29 Albert Park Drive South,Albert Park,3206,03 9498 3396,590,Port Phillip ,Port Phillip City Council,144.962696,-37.840538
Government,Bridgewood Primary School,Primary,115 Bridge Road,Officer,3809,03 8766 9400,145,Cardinia ,Cardinia Shire Council,145.419662,-38.071946
Government,Armstrong Creek School,Primary,100 Central Boulevard,Armstrong Creek,3217,03 5218 5100,275,Greater Geelong ,Greater Geelong City Council,144.367311,-38.232614
Government,Hamlyn Views School,Special,45 Calvert St,Hamlyn Heights,3215,03 5215 5700,275,Greater Geelong ,Greater Geelong City Council,144.332374,-38.125275
Government,Aireys Inlet Primary School,Primary,Anderson Street,Aireys Inlet,3231,03 5289 7144,649,Surf Coast ,Surf Coast City Council,144.109969,-38.45737433
Government,Aitken Hill Primary School,Primary,2 Rhyolite Drive,Craigieburn,3064,03 8377 1000,327,Hume ,Hume City Council,144.905558,-37.601714
Government,Morwell Central Primary School,Primary,47 - 87 McDonald Street,Morwell,3840,03 5136 5568,381,Latrobe ,Latrobe City Council,146.40764,-38.231672
Government,Ashley Park Primary School,Primary,105 Orchard Road,Doreen,3754,03 8776 0200,707,Whittlesea ,Whittlesea City Council,145.127284,-37.615639
Government,Casey Fields Primary School,Primary,Chapelton Road,Cranbourne East,3977,03 5992 9000,161,Casey ,Casey City Council,145.298408,-38.120139
Government,Mirripoa Primary School,Primary,80 Unity Drive,Mount Duneed,3217,03 5264 2000,275,Greater Geelong ,Greater Geelong City Council,144.328478,-38.224923
Government,Keysborough Gardens Primary School,Primary,10 Homeleigh Road,Keysborough,3173,03 9792 6800,267,Greater Dandenong ,Greater Dandenong City Council,145.161324,-38.009508
Government,Docklands Primary School,Primary,17 Little Docklands Drive,Docklands,3008,03 9067 0100,460,Melbourne ,Melbourne City Council,144.940553,-37.812714
Government,Garrang Wilam Primary School,Primary,2 Canvas Street,Truganina,3029,03 7301 7000,726,Wyndham ,Wyndham City Council,144.72505,-37.828778
Government,Aintree Primary School,Primary,11 Timbertop Parade,Aintree,3336,03 9218 6200,465,Melton ,Melton City Council,144.666228,-37.723801
Government,Gaayip-Yagila Primary School,Primary,115 Blackmore Road,Mickleham,3064,03 9216 3200,327,Hume ,Hume City Council,144.909089,-37.528608
Government,Riverbend Primary School,Primary,1 Communal Road,Wyndham Vale,3024,03 9742 8800,726,Wyndham ,Wyndham City Council,144.625256,-37.876676
Government,Ramlegh Park Primary School,Primary,34 Thoroughbred Drive,Clyde North,3978,03 5991 5900,161,Casey ,Casey City Council,145.338275,-38.114885
Government,Alvie Primary School,Primary,40 Wool Wool Rd,Alvie,3249,03 5234 8256,175,Colac-Otway ,Colac-Otway City Council,143.50332,-38.241899
Government,Apollo Bay P-12 College,Pri/Sec,Pengilley Avenue,Apollo Bay,3233,03 5237 6483,175,Colac-Otway ,Colac-Otway City Council,143.660507,-38.753524
Government,Boisdale Consolidated School,Primary,69 Newry Road,Boisdale,3860,03 5145 4391,681,Wellington ,Wellington City Council,146.979469,-37.87959
Government,Cobram Primary School,Primary,90-100 WILLIAM STREET,Cobram,3644,03 5872 1374,490,Moira ,Moira City Council,145.651099,-35.925108
Government,Cohuna Consolidated School,Primary,Mead St,Cohuna,3568,03 5456 2361,225,Gannawarra ,Gannawarra City Council,144.213425,-35.806317
Government,Collingwood College,Pri/Sec,Cnr Cromwell St/McCutcheon Way,Collingwood,3066,03 9417 6681,735,Yarra ,Yarra City Council,144.990497,-37.802985
Government,Dunkeld Consolidated School,Primary,93 Victoria Valley Road,Dunkeld,3294,03 5577 2384,626,Southern Grampians ,Southern Grampians City Council,142.340366,-37.638984
Government,East Loddon P-12 College,Pri/Sec,Dingee Road,Dingee,3571,03 5436 8300,394,Loddon ,Loddon City Council,144.141446,-36.372222
Government,Foster Primary School,Primary,75 Pioneer Street,Foster,3960,03 5682 2370,617,South Gippsland ,South Gippsland City Council,146.201995,-38.657341
Government,Goroke P-12 College,Pri/Sec,55 Natimuk-Frances Road,Goroke,3412,03 5386 1024,689,West Wimmera ,West Wimmera City Council,141.48354,-36.715786
Government,Heywood Consolidated School,Primary,51 Kentbruck Road,Heywood,3304,03 5527 1200,241,Glenelg ,Glenelg City Council,141.612925,-38.127523
Government,Kiewa Valley Primary School,Primary,81 Kiewa East Road,Tangambalanga,3691,02 6027 3275,335,Indigo ,Indigo City Council,147.038773,-36.251053
Government,Lavers Hill K-12 College,Pri/Sec,Great Ocean Road,Lavers Hill,3238,03 5237 3213,175,Colac-Otway ,Colac-Otway City Council,143.383051,-38.681844
Government,Lockington Consolidated School,Primary,20 Burns Street,Lockington,3563,03 5486 2474,137,Campaspe ,Campaspe City Council,144.536638,-36.265769
Government,Manangatang P-12 College,Pri/Sec,4105 Mallee Highway,Manangatang,3546,03 5035 1270,661,Swan Hill ,Swan Hill City Council,142.884879,-35.056234
Government,Terang College,Pri/Sec,45 Strong Street,Terang,3264,03 5592 1349,183,Corangamite ,Corangamite City Council,142.921395,-38.246282
Government,Merino Consolidated School,Primary,49 Paschendale Road,Merino,3310,03 5579 1305,241,Glenelg ,Glenelg City Council,141.5483064,-37.70636625
Government,Rushworth P-12 College,Pri/Sec,45 Heily Street,Rushworth,3612,03 5856 1230,137,Campaspe ,Campaspe City Council,145.014399,-36.583317
Government,Macleod College,Pri/Sec,Carwarp Street,Macleod,3085,03 9459 0222,66,Banyule ,Banyule City Council,145.072218,-37.724746
Government,Pakenham Consolidated School,Primary,2 Rundell Way,Pakenham,3810,03 5941 1511,145,Cardinia ,Cardinia Shire Council,145.464663,-38.065371
Government,Poowong Consolidated School,Primary,5 Gardner Lane,Poowong,3988,03 5659 2356,617,South Gippsland ,South Gippsland City Council,145.769703,-38.342481
Government,Port Fairy Consolidated School,Primary,Albert Street,Port Fairy,3284,03 5568 1051,549,Moyne ,Moyne City Council,142.228225,-38.386616
Government,Red Hill Consolidated School,Primary,341 Arthurs Seat Road,Red Hill,3937,03 5989 2321,534,Mornington Peninsula ,Mornington Peninsula City Council,144.995269,-38.366681
Government,Sherbrooke Community School,Pri/Sec,311 Mt Dandenong Tourist Road,Sassafras,3787,03 9755 2007,745,Yarra Ranges ,Yarra Ranges Shire Council,145.349444,-37.868244
Government,Tongala Primary School,Primary,28 Miller Street,Tongala,3621,03 5859 0551,137,Campaspe ,Campaspe City Council,144.956517,-36.252149
Government,Werrimull P-12 School,Pri/Sec,5 McDonald Street,Werrimull,3496,03 5028 1251,478,Mildura ,Mildura City Council,141.593839,-34.390411
Government,Camperdown College,Pri/Sec,1 Wilson Street,Camperdown,3260,03 5593 1617,183,Corangamite ,Corangamite City Council,143.145435,-38.239731
Government,Timboon P-12 School,Pri/Sec,Bailey Street,Timboon,3268,03 5598 3381,183,Corangamite ,Corangamite City Council,142.975889,-38.484056
Government,Virtual School Victoria,Pri/Sec,315 Clarendon Street,Thornbury,3071,03 8480 0000,189,Darebin ,Darebin City Council,145.025701,-37.76204
Government,Wedderburn College,Pri/Sec,15-29 Hospital Street,Wedderburn,3518,03 5494 3011,394,Loddon ,Loddon City Council,143.61877,-36.417022
Government,Victorian School Of Languages,Pri/Sec,315 Clarendon Street,Thornbury,3071,03 9474 0500,189,Darebin ,Darebin City Council,145.0258329,-37.7619483
Government,Avenues Education,Special,Level 2 999 Nepean Highway,Moorabbin,3189,03 8552 0588,343,Kingston ,Kingston City Council,145.036279,-37.934579
Government,Monash Children's Hospital School,Special,246 Clayton Road,Clayton,3168,03 8572 3100,497,Monash ,Monash City Council,145.124252,-37.91938
Government,Mount Erin Secondary College,Secondary,43 Robinsons Road,Frankston South,3199,03 5971 6000,217,Frankston ,Frankston City Council,145.14663,-38.174118
Government,Box Hill Senior Secondary College,Secondary,Dunloe Avenue,Mont Albert North,3129,03 9890 0571,698,Whitehorse ,Whitehorse City Council,145.111907,-37.809243
Government,Edgars Creek Secondary College,Secondary,2 Steen Avenue,Wollert,3750,03 9134 8200,707,Whittlesea ,Whittlesea City Council,145.005071,-37.609492
Government,Elevation Secondary College,Secondary,199 Elevation Boulevard,Craigieburn,3064,03 8339 8000,327,Hume ,Hume City Council,144.890252,-37.598288
Government,Cobden Technical School,Secondary,Mckenzie Street,Cobden,3266,03 5595 1202,183,Corangamite ,Corangamite City Council,143.0636059,-38.32403633
Government,Lyndhurst Secondary College,Secondary,950 South Gippsland Highway,Cranbourne,3977,03 5996 0144,161,Casey ,Casey City Council,145.271028,-38.075386
Government,Daylesford Secondary College,Secondary,39 Smith Street,Daylesford,3460,03 5348 2367,291,Hepburn ,Hepburn City Council,144.151851,-37.33466597
Government,Dromana Secondary College,Secondary,110 Harrisons Road,Dromana,3936,03 5987 2805,534,Mornington Peninsula ,Mornington Peninsula City Council,145.013582,-38.342636
Government,Grovedale College,Secondary,19 Wingarra Drive,Grovedale,3216,03 5245 4545,275,Greater Geelong ,Greater Geelong City Council,144.327441,-38.210399
Government,Irymple Secondary College,Secondary,975 - 1011  Karadoc Ave,Irymple,3498,03 5024 5407,478,Mildura ,Mildura City Council,142.1647031,-34.23232674
Government,Crusoe 7-10 Secondary College,Secondary,57 - 75 Olympic Parade,Kangaroo Flat,3555,03 5447 7722,262,Greater Bendigo ,Greater Bendigo City Council,144.23367,-36.788647
Government,Peter Lalor Secondary College,Secondary,35 Duncan Road,Lalor,3075,03 9464 0122,707,Whittlesea ,Whittlesea City Council,145.0131559,-37.66690584
Government,Lilydale Heights College,Secondary,17-19 Nelson Road,Lilydale,3140,03 9735 1133,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3414068,-37.7458221
Government,Staughton College,Secondary,Wilson Road,Melton South,3338,03 9743 4622,465,Melton ,Melton City Council,144.568689,-37.708365
Government,Chaffey Secondary College,Secondary,261-289 Deakin Avenue,Mildura,3500,03 5023 0538,478,Mildura ,Mildura City Council,142.147985,-34.19573
Government,Bentleigh Secondary College,Secondary,Vivien St,Bentleigh East,3165,03 9579 1044,231,Glen Eira ,Glen Eira City Council,145.059798,-37.927357
Government,Mount Clear College,Secondary,59 Olympic Avenue,Mount Clear,3353,03 5330 1500,57,Ballarat ,Ballarat City Council,143.876673,-37.607965
Government,Rosehill Secondary College,Secondary,Sapphire Street,Niddrie,3042,03 9337 2488,506,Moonee Valley ,Moonee Valley City Council,144.886183,-37.746679
Government,Northern College of the Arts and Technology,Secondary,62 Murray Road,Preston,3072,03 9478 1333,189,Darebin ,Darebin City Council,145.025372,-37.740069
Government,Swinburne Senior Secondary College,Secondary,505 Burwood Road,Hawthorn,3122,03 8862 4400,111,Boroondara ,Boroondara City Council,145.040821,-37.823135
Government,Victorian College Of The Arts Secondary School,Secondary,57 Miles Street,Southbank,3006,03 8644 8644,460,Melbourne ,Melbourne City Council,144.964767,-37.828229
Government,Brauer Secondary College,Secondary,Caramut Road,Warrnambool,3280,03 5560 3888,673,Warrnambool ,Warrnambool City Council,142.458924,-38.358714
Government,Wyndham Central Secondary College,Secondary,101 Shaws Road,Werribee,3030,03 9741 4911,726,Wyndham ,Wyndham City Council,144.65385,-37.888932
Government,Weeroona College Bendigo,Secondary,383 Napier Street,Bendigo,3550,03 5443 2133,262,Greater Bendigo ,Greater Bendigo City Council,144.29798,-36.73893
Government,Whittlesea Secondary College,Secondary,55 Laurel Street,Whittlesea,3757,03 9719 1200,707,Whittlesea ,Whittlesea City Council,145.1201751,-37.5150463
Government,Alexandra Secondary College,Secondary,Downey Street,Alexandra,3714,03 5770 2000,562,Murrindindi ,Murrindindi City Council,145.701477,-37.19449
Government,Auburn High School,Secondary,26 Burgess Street,Hawthorn East,3123,03 9822 3247,111,Boroondara ,Boroondara City Council,145.045067,-37.83988
Government,Ballarat High School,Secondary,Sturt Street West,Ballarat,3350,03 5338 9000,57,Ballarat ,Ballarat City Council,143.818213,-37.554522
Government,Balwyn High School,Secondary,Buchanan Avenue,Balwyn North,3104,03 9819 7911,111,Boroondara ,Boroondara City Council,145.0767724,-37.79785922
Government,Bayswater Secondary College,Secondary,14 Orchard Road,Bayswater,3153,03 8720 7555,367,Knox ,Knox City Council,145.261998,-37.83903
Government,Beaufort Secondary College,Secondary,1/37 Park Road,Beaufort,3373,03 5349 2305,599,Pyrenees ,Pyrenees City Council,143.382486,-37.438844
Government,Beaumaris Secondary College,Secondary,117 - 136 Reserve Road,Beaumaris,3193,03 8569 9200,91,Bayside ,Bayside City Council,145.034078,-37.978396
